pool_hash;ticker;name;cluster_id;cluster_name
5271fc86fd9c25613c138c4aef6f8593b2952c95897b079facebbc9e;RDLRT;RDLRT;;
6eb5e41b336dd6e77a27f69025a3bfa685722e9e1af1bcb2a3a77504;QNTY;QUENTINITY;;
738f01580da6cdd97e844fb104a62f87296545056d955985d6604e36;MYTH;MYTH;;
cbd910f09f2c4f4804eeed10003da6dc8be4970950eaec93b7d76fc6;RAUSI;RausiPool;;
dcf43cff10f366a4804905092fb8dda95a57bc348342ed2a5f356965;CP0;CrimsonPool0;28;crimsonpool.github.io
0a744b89a32b0385d0788b56ec8e1fafc9c47c277feb2c6bd64a8125;AVN;AVN Stake Pool;;
a2ccd8e93f5a518d4400790cb081673e79ed41e4bf1132f740f26a28;ARM1;ArmADA StakePool;;
07b960bfb24f21d474043f47034ed62f89f8ac1d3f7bf8c170a2dc7b;PDX;StumptownADApool;;
1edd8fef3c5e1adf25f0b2f1963bbacbba1b9b2246416a5f0983981b;CP1;CrimsonPool1;28;crimsonpool.github.io
abcdef77d812a5a397fb324f1d00325e2243c476ea8ecd2030719ae5;UNDR;Pool Under;;
ab93ac9ffaabacb840a98bd7216e8bb9f87a33f88c315e7dc7f2d20b;THRIV;Cardano Staking Pool;;
dcde46cf945aeae3bc91699b0ec9adbb44f8875be36c767ef4a0e993;INDIA;INDIA Stake Pool;;
007824d2d830f7c4e80854e7c2e21ebc94dd5b314b8543ffc3fe5382;ANFRA;"ANFRA, The antifragile Pool";;
89f2aa94572fcb1e8a095053e712e627482c19b780d116002936b54c;LGND;Legendary Pool;;
03f79dedaead96339d36df69158116e83208b938afb5fcd0a30e5b5c;JOEY;Joey Stake Pool;;
13e3102cc284fd82f4554884713f2e99262c700a6929566969200546;TILIA;Tilia IO;;
76cec9b1a0091f7bb86e4887c7fd3ea06d3068337691d1fc4205a073;TOA;TOA;;
89af15a1c2b8e379aa8ca6d4d9b0134e373122f84f6f45fac2e26c47;ADAVN;ADA Vietnam;;
f059ed9ef469a045d29c0f48799fb6cab08c0abbc0fd1f736a5fced5;CASH;Staking CASH;;
b2d1c479ce496d5be21cb68e95dae7342937c631488c47161d408f39;TREE;ADATree.io;;
000006d97fd0415d2dafdbb8b782717a3d3ff32f865792b8df7ddd00;STR8;Straight Pool;;
56b76df4f3653a6faf62f6f6838045cf9f3dde69a1eee353de526ee4;NAP;NAP-Nekota ADA Pool;25;publickey.co.jp
76bfa1b2e6593740c3388ed881cbe851dbab8d8741652c9bad16cc94;SIPO;SITION POOL;35;sipo.tokyo
411926ea7159cff212e269e5c021e99880ab3bfb98d086d5c8ba4e3f;ATM2;ATM Stake Pool;73;atmstakepool.com
342350284fd76ba9dbd7fd4ed579b2a2058d5ee558f8872b37817b28;SNAKE;SNAKE POOL;;
96553a437b99271fdcaa30c279e432224342e88147741db73872f03c;YOADA;YOADA_STAKEPOOL;;
b42ea10739065e30e388d4781a7f5a446c3a31343c87dcf26750f83d;TRUST;STORi.digital;;
bbc236d1986b35cb7ae8f896dc0121a6052019a469ac6b36e838c765;SIGN;Signature Staking;;
29ae2ec53e9933a9503a82e13b059d6e6425cc0cc59e8cc7eae10a86;ARUBA;ArubaStakePool;;
78373839385285b7a61841de8b3802d539274ac0de16c3a0bf2fe877;WAAUS;WAAUS;;
490353aa6b85efb28922acd9e0ee1dcf6d0c269b9f0583718b0274ba;KYSN;⚡ KysenPool Thunder ⚡;;
e5b20e8f9661506710a159e561d40ceb54449fdea1d1130b3bdb36bb;CRDN1;CARDANIANS.io #2;10;cardanians.io
8b9c6073d09171c9e3b1460ffe4c0b11f34e4ca1b8ee0a28fe7a79fd;ADAGL;ADA Globe Network;;
e602442ead829084d3eb38a96111937386f4206b04fef0a3aee369f8;NINJA;STAKE POOL NINJA;;
bca52a1ea803c93025fa43e3aed7af82c3b2bfb01b530b07b0048c9a;SAGE;SAGE Cardano Staking;;
ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b;TNTM;TANTUM;;
46ebbc0d27d9169cae12d12dcf8f6cacbcf27937c67ae4350abbcaba;ALTZ;ALTZ;;
a1fa8385fa06ebd0b7d47e6d90eb399970dfb41005635ffd5b0bc964;ALPHA;AlphaPool;;
3448894f1507bb66d7a60dc225fce74f0f650d7a5f0dcc407bbe7cb6;KIBC1;KiBloc Stake Pool #1;74;kibloc.com
5bb951ce3ad7ab55800546b43e1223caf3a3d542f4e7bab08f0525d0;HRBR;The Harbour;;
a3ee9595fc779621978c97960b4835e14fd2dfea7fff28ccb977b56b;MONKY;consensusMonky Stakepool Germany;;
be1078775557de6c9116130289c6099520a267820ba1eebd040909e4;HRMS2;Hermes Stakepool Germany #2;79;hermes-stakepool.com
f918bccd3e8aa9780d6d464106789de6ae40784b0b5ce6e418e66e78;UNITE;🌐 Cardano ₳ United 🌐;;
2f73a35c508608125faf8404c2bcce942ea7dcd9c1a41c009385d3d7;GENE;genePool One;;
c3798f717a40ee027583dee28161a9a812d84ade635d8310b878e892;POOLS;ADAPOOLS.ORG;93;adapools.org
b2f23eb98a5189d3eaab04885081495ef815fd08239605c43eeb7264;INDIE;INDIE;;
1cb5d0e006c33ace982a527d4140bc086f99f7d35c27c5ab29600a74;APP;ADA Point Pool;;
a8388b565c279b0a291f05f8cc926b1ec43d137d83892bc8b6a46d10;SABAI;StakeSabai⛏️;;
e6ac159ee8063742eadcb48be45f29d9a67b4158439070032f42d10c;ATLAS;AtlasStakePool;;
b49a54a4bca1160af57d6314d4c1110b0c071db47eaaa08b619c4fa1;HASH;Hash Valley;;
77b0a93c26ac65be36e9a9f220f9a43cbc57d705fc5d8f1de5fdeea1;STAT;AdaStat Pool;18;adastat.net
7c50cd5f07e18ab673d42f9353bf49e9059230735043189e6d12d1fd;KIBC2;KiBloc Stake Pool #2;74;kibloc.com
8be06c73a6ba898ae2f0d1f1594321ab3c24dd0d0717bd3e686b1658;TIM;timsahabutdinov;;
4042098128e6161d238f01ff474ae4cbe6451c82498b1bd8713d7098;CAPEX;CArdano Pools EXplained;;
c0c231446dc398936f0f85506072f10641b861ce5012c0fcb1051442;WOW;1PCT Pools at 1-PCT.com;;
ed272b8d1587aac41273ee5f7badf5723784fa9676671d7b52b8c746;MARLN;Black Marlin Investments;;
4a955f3d027dca260e9d810fa09d06897c001e0d150869e8a53df075;PLACE;The ADA Place;;
7e53c234d29f6037c5e5f82dfdc8a6edf816cc406d0a3a3412cdeab7;F4ADA;Friends4ADA;;
23fe0d0e58b18df247484c5cd81852120bed80b82bf93ec58901c3cf;MESH;Meshnet;;
afc65ca69d52a68a1b1c50ee1b5b07d72890aaa3a2272d5d9391b706;FRUIT;Far Reaching Use of Information Technology;;
bee94b093627ffeaf8007668e9fc1fe7a96596fb8ea727e47cbe45e7;MIHN;MihnPool;;
f1b265f1e545da9c6e003c5d703fb5a23283c646cd40b2d619671e7f;ONYX;ONYX Stake Pool #1;49;onyxstakepool.com
8f8d157c7608c371b5fde9cd59004538b5fc3ddd77f073ddb2c86150;KAKE1;King Of Stake 21;;
9b570b7fabee861bf763d49ca0c7eb98ba40443915d0f6c993f4e928;EBS;EveryBlock Studio;;
39fca98bb733eea4fa54384c39d072cd9733cfa70d7bb63ce651a470;MNKY;Chunky Monkey 🐵🐵🐵;;
4690a6bcbfc9eedd4d8595c9d665cd9b8ebe3e6d82ebf0120d7bc7c5;ONYX;ONYX Stake Pool #2;49;onyxstakepool.com
b3f9883d3de29971c43e05fdb985281ffee737be0e5669094810ba6b;POLY;POLYPool;;
bbcfd1f4df6dd7a7c9ef604ff17ffb7132c9380da09c408f1a5523a4;QFR;quirky freckle;;
a915178a0195af9166fccd42a69407f1af109faf64c3c409ab2790ec;FAST;FAST Stake Pool;;
3116c834a09b0060aef7284f63d3275456364e3309b3c19ec328af60;ADV;ADAvault;;
adb8f11466290d1a8bef7c9665848cd66e45a7e74e5c25f586f0192e;BOT;AdaStat Bot Pool;18;adastat.net
a8ae0011a3d18c9f0204d2917aa3233de03c131a04df49246772f408;ICA;Icarus;;
04c60c78417132a195cbb74975346462410f72612952a7c4ade7e438;ADLT;AdaLite Stake Pool;37;adalite.io
9d1efdf43a630ceb1a63753656237200f6be9b9c359006085ed14b8f;TEXAN;Texan_Stakes;;
c65ca06828caa8fc9b0bb015af93ef71685544c6ed2abbb7c59b0e62;ARRA1;Arrakis;;
aab019a91b3941e5406c2857e92d7e0f888ac7a7fad20b8a320c5713;QUASR;Quasar Pool;;
76619d4c31c0570824e369d13a95542b65ee29546f2527f96042e602;dave;Daves Big Stakes Pool Party;;
e7cc5cce7c9a06bc7310f8c222c702cd12d6fd05d5dee748f10e9218;GENKI;GENKIPOOL;;
000000f66e28b0f18aef20555f4c4954234e3270dfbbdcc13f54e799;TITAN;TITANstaking;31;titanstaking.io
1fd0eca427ee981623e60337f1cc53230b06687f2f08bb08ed93bc15;AMIGA;Amiga Stake Pool;;
19cb138eab81d3559e70094df2b6cb1742bf275e920300d5c3972253;VENUS;Fresco Pool;;
60ce4c69b0afae24a006e1562335c2ce8c75272b03430f319bc37acd;UNO;Uno Stake Pool;;
a69c888f3f42ff777294145c10706be8468e65392ac43edafc01098d;ORKA;ORKA Stakepool;;
6cabf3837d2884000af0eb9b661870f0080233cfb4e9a239a007450c;K9K;K9K Staking Pool;;
a9ce9a0c5c87ac1e4443d09c471f6d23c72aee369c20ca1f33e0d103;SSADA;Severino;;
a087620de93bee6faeb0c33ca5e647f9c4e1e037d8f28e95dc583179;ZETIC;Zetetic Stake Pool;;
05bbc9d838b4c9eab301bfd151de99077899c997cf146abf8436edf2;COCO;Coconut Pool;;
729bc73ff6f7cd20a412470cc585e29dfa049fea230584b7caf9d3cb;PSP;Prime Stake Pool;;
f11fc71643e98cb05abbba2d7b132a66a4014cf5e1effd1fe533811c;ADNT;Adanaut Stake Pool;;
b1fe7ac3669604156c20dcfc08355197af5637c37750d862039670c4;"";"";;
7e7eb329d995759d2b9fdb85b8d0c9e3fa2e57c460641c8fc875e780;CHIL;Chile_Stake_po;;
4d639577c4f2907b1db017c7e6e8f1e1c94a3663b558b3db4d4c0315;POD;Pool of Destiny;;
0757fd012a14ba7ec6e4bceaae8e9da56e5b3db38ddaa9578660a9b0;BEEF;BeefStake;;
00beef9385526062d41cd7293746048c6a9a13ab8b591920cf40c706;BCSH1;Blue Cheese Stakehouse;22;bluecheesestakehouse.com
849e1f8a602ce6de1827577a7c0f174e564f58581900ddcf47d3ccc7;BAKE1;LetzBake!;;
a10865dae2d543ee9f13e98bff70ea81565bb6e4343b15b765f78174;SECUR;ONE SecureStaking.io;50;cardano.securestaking.io
86e9b78018961aa062a2d66bb319d64c0215cd81e58c45737375b71c;RELAX;Stake and Relax;;
827c7aa359964ec100a9a3b943c73c1dd2056725b8897fd744c8adc0;NOVA;🌌 NOVA Pool Germany;;
032f086ac6dafeaf4c75e21840f49762ebdab05ff9c25c41a8530e0f;ASTRA;Ad Astra Stake Pool;;
c70571e021d7b41af0a4b29835cbdc5ec0a692b92535c76853dfd49a;CSTL;Cambridge Castle;;
ea595c6f726db925b6832af51795fd8a46e700874c735d204f7c5841;ENDVR;Endeavor ENDVR;;
7461a458f122911d79f9d92244c9c5d9051e55d70dfc1cf6faa447b8;ISLE;Island Pool;;
6a37c771eb33798edea1cc2b95759fc30a7765bbfc63668bdc92c633;XORN;XOR NAND;;
de2b7a06cf970096d3f279daf2b4ab4e48d3e99e866b602a44e164f9;TURIN;Turing Pool One;85;cardano.turingpool.io
d79955b6cdaccd10a079deb3f1340ecfefda701e1f817668f7cd22dd;SUPER;Superman Stake Pool;;
c70d35ffc108348294aac06f8f2fc65eae8bef2c4723c535ebc0830a;SWAN;Black SWAN Pool;;
344cec17a25ad0de97250b1af4cea6fad5907e0ce616c8f90840aa0d;LIFE;Maisha;;
9addc1ee114be55b0334724282e2ffec09f0bffbe3bcadd533d6993e;MANGO;MANGO FARM;86;sites.google.com
b6ad3e6e873a7654e68bdfe5922c86d506cd5e9299fbc3aaab3e84bd;ZONE;ADA.ZONE;;
2eb2747b2ce1127ac85540f49a9bb8e377c09a11eb62a8d8662e6a68;SSCC;SSCC;87;sonicstaking.org
9d2df92d8dba14560ee3d732905bda68721125dc641c7135e2a1009e;TEAM;TEAM Staking;;
d7131928a59b5cd89b6cd2597d54e1c4615c44877a14b79143765d13;GLOB;Global Staking Pool;;
9429e7fed8869710ba128e5bd788558ef1446caa577341b4d84ccf54;ASSET;Asset Stake Pool 2% fee;;
5f7695d1fbbbd92dc6ba697fc860583a4c625e82d26cace7f13c06e6;DGITX;Digitx Pool;;
e56066e8cf0409ecb3f25aaac5cc97099af29e7a79609c6fe4d61e5d;SCAR;SCARdano;;
3e67562cd692e3ca1b585f0bf8cc1b1e83b88fddb191c3d6b4799acb;EQITY;Equity Stake Pool;;
ed0e945791de06a13880fe2ad0375b9b812de39086c3bc6fe5f8f701;NYCP;NYCPool;;
eda065a0028e98b64d3118d03108a030d926542ae58186919406b50a;HDLS;Hodl & Stake;;
5fab8b03bc76e65ca684cbefec51d0425b1d08caaf32573255648b4c;ORACL;Oracle Stake Pool;59;plutusoracle.com
b3dde9d069334484982439b4bf0924d052e18695867d915cc6cb546f;FRESH;FreshAdaPool;;
c12fda4a04d21fa768a55babd711527790693fa2dc4e416563f0bf0f;PLUTS;Plutus Pool 1% fee;59;plutusoracle.com
52a547cce776ff015648b97080f66ff8b16dd4216ed63f455f96455c;ARMY;Milpools;66;milpools.com
358e65be9fc5a30d9f4413b8a32070c8debf22b210d80bda05e15685;LUCKY;Lucky Pool;43;lucky-pool.com
201d1c1b07c1591ac5f4c605481a83ae3cb33ea1bd5ca31e6abe057e;LUCK2;Lucky Pool Overflow Account;43;lucky-pool.com
cb11e3e5013a120ee55e8d99bdb7395366bd3164d3da1737300a2b7e;SQUID;Squid Pool;;
de950fe87de4b25c5a63b5ddf89578adf92e36cdf2035f1da11797d4;NODE;Node Networks;94;nodenetworks.org
2397e90130d990f207f6e576b6b97bafb430f942d26702eef9627dcf;UNIQ;Unique;;
19d38fe6260aa65342c1cef1762c19771ab2c7de35a4b0a4d7b06373;COIN;Coin Stake Pool;;
9a9e68c028c4bcab3fa2f9e8832fca0086ac83d01d22bfedcd41dc31;MAMAK;Mamak_Pool;;
c7e29b935bcbe69a4a66edec52f86fa28bde6d65d7acea937fa307d0;RAID;Raid Pools;60;raidpools.com
067e5ba8e2e8f81aa28d31690de50848f8056ad5f7f07ce9db68bbd2;RAID1;Raid Pools;60;raidpools.com
ce29f6348d2b5170e442c81229d4e463a354a75cd6cabfdde7b4a5d3;RAID2;Raid Pools;60;raidpools.com
bbe49b11205f94561ae03cda64a7009aba995c42fb819c0d90e251ca;RAID3;Raid Pools;60;raidpools.com
9602e5a298ce8c3aa991f4ed1376fb6f1c381fdb63741b6caa679725;"";"";;
0c2256564f8d33210d1d50174d6137971c689dcccb4e36bf7c92c97d;RAID4;Raid Pools;60;raidpools.com
636234f3f689a36d6fa9e41835cc44818a0b6118b40bd9abbfc0774a;RAID5;Raid Pools;60;raidpools.com
4ad28817e17febf7f91f66763170fa081861b05099e9fc46fd5dfe0a;RAID6;Raid Pools;60;raidpools.com
6aef3925b53d98084e8a9ec0145c1770e7eb57f84cd2d2613bb4c19a;LPR;lophre.net;;
9679eaa0fa242a9cdae4b030e714b66c0119fc9b3f7564b8f03a5316;KAIZN;Kaizen Crypto Stake Pool;52;kaizencrypto.com
c1c4f3834cc1718be3130f7d5d79578f75229ce7893f82e0fc623cab;CALI;Hotel California;;
26d2e140cb8d11143501d7883d1cf5a6adba156e1f8f27d327f10b57;MOXIE;MoxiePool;;
380aae10d12fa3c8817aaccc9387dc850e87588b1cdf88e5aae94b0a;FREE;Freedompool;;
76ce5348012e971dff93887b4870dd8aeb0a7ffc02a25ccdf337fc1c;SHOP;SHOP Pool;;
7ed358aeebfc6d9ea28fd8fec077c7359c8f5fa3df2aea10438dbd26;BRUN;BRUN;;
9ac82213be2372f20e7da80b3aa3db7a16b0923490bed2ef16dac4f1;MMDIG;MMDIG;;
452cf4da07afbac289bd221f4bae723b8cfedfd2dcdce07d7a88e4d1;ADAMS;Arcadia's ADAMS Pool;34;arcadiastakepool.com
472314c0412e6cf715366ad460cc3560a6c6314cbd9787b481e9d23a;TESLA;Arcadia's TESLA Pool;34;arcadiastakepool.com
ea2da5590f8174fd33c7c9b83fd23b041bcad5ba0678220783a67d6e;SoPHi;Sophia's Pool;;
804865a3987aa337f3d99b1b7b8eae32c80a786af20f5bbca134c5f5;ADA4G;A4GADAPool;63;adapool.ssmu.win
2b830258888a09e846b63474c642ad4e18aecd08dafb1f2a4d653e80;IOHK;International Organization of Hare Krishnas;;
3dec052cf085697aa6c32a934527f7c5761165a6a6f02a9af30c9ed1;XYZ;CardanoPool.XYZ;;
67668c3c4667b38bac4512cd899ea048b4346df04c01241d679fc2c3;CHILL;CHILL 🍺;;
8ebb7e21acee66c3e5af6c765ea6ad31962e7b9160520aecd6f001a3;BLOXB;BloxBean Pool;;
65ea43eab7c0143d6bb68f9d56c276bce09377bdc41e1a42ac9535ed;HOPE;hope;29;cardano.ipclub29.com
5977a2ca8bbb156c964b2def041bfd456a2f64615415cb6023e3aee0;CEMA1;Centimani Stake Pool;;
fd832d27b5fbe0489409613f50e2139b54a21e613c8a7609dcff556e;JOY;JOY;29;cardano.ipclub29.com
cdb10209d937fc1559c635e35b9147febde5307b4a7d276f868775cd;ADALO;ADALovelacePool;88;adalovelacepool.com
131719731bf99518d44caadc1dfd37f9a7ddb86109f82011cd2ccb5c;VIBE;ADAVibe;;
a847c5b41f9b73f916a168b577c492b9f0a00f6c40877aa6ba98c935;ADAMP;ADAmantium Pool;;
4d7ec46826abed9fdeb6effba91a7a4cf88592e35bb5740903f747e2;UFO;ADAUFO;;
51e12f5c3959cfea930c36fe7a3bec2e48d3873795e728e3f865c63a;BIZ;Biz Pool;;
cd329cf8e2d79b216a5ccd84e55c01e45732e7a0de6cd9826aeef525;HOLL;Hollandaise Pool;;
8ba11724b0b39f34223d166a752da604269db13562095d6386a14bb3;8BALL;8BALL;69;metablx.com
d89b3aaef1dc7c961adb41a643531e8373d54d348ec155244cc8901d;AMST;Amsterdam Stake Club;;
bb0dbf7a5437382357ac1cd52b79b980203884c085924584c27e5550;"";"";;
d06d19e148f50ef63b839f97a02648cf9f8c1c9f602cb7e26284ecbc;NAVY;Milpools;66;milpools.com
39378894384bd8ad830f827d82f26d6fa5aaae11a1458a6bd5e4c460;PEARL;The PEARL Pool;68;otakupools.com
4c42b9e5820a1d23455d17a9cf4d77a151601b34bd01f69f5d3b36f9;CHKN;The Chicken Pool;;
643808a16d63204df62860a87c5ec7e551ca11af8b8e15a6d08ad667;KING1;Global KING1 Staking KING Pool by AJG;75;arthurjgoldman.com
e62be741acba2d9f27a2fb6e1516a8dbe75e8686d64e42e1b158e172;MANGA;MANGA Pool;68;otakupools.com
ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7;EVRST;Everstake;;
68f2b85350421ffa24b8fb7c2b4acbb865ce4b67c1c4edf71e77089a;METS;METS_MAINNET;;
20a299827005c01b614b902756d9d03ce633f696c428f478ef9ddeeb;ADAES;ADAES - CardanoPoolES;;
fc21c6ee642559f10d81dbab4894ceb7e667ff6adf0782afd3553858;PREV;PREVISIONZ;;
34a89f77c5fcf0563d129bde9b255f20b269a2dda1561c65d418ec40;GREEN;Green Stake Pool;;
dd31793ac6845d4fd63c4d4852414108c0661f494b76f48eb389e615;SMATE;Stakemate;;
e35d3918cc7098fa61de7990babb2d87fdfb1c753220e53a05bef95d;CGE;Congee Pool;;
54f5f2618a3da4bb0b384895d8f3922189acbb8e9637201ebb26bc18;MANT;MANTIS 1PERCENT;6;mantispool.net
e8570a6bd4d953a5d835cb552cf234e897eebee66c5a408a4c70d573;ANON;ANON LowFee;;
163cc36624d9332f6ae7770e8df8b8bad7e71711eb6c2ed7971c99d4;KRSNA;✨Krishna Stake Pool by Kaizen Crypto;52;kaizencrypto.com
15a500a4ae7a375347deaf879a65d54a481de9073005734b3c85fdf3;USAF;Milpools;66;milpools.com
d4b5b8d5c83e97b2cd90a0fd818f3c9d8e7388bcc7706327a92d2092;OHOH7;The OHOH7 Club;;
f8cd51b8ee69603e9e6578118674890646c2cc65d59824fce3c2943f;GOLD;GOLD Pool;90;goldpools.io
e811a4b2f8ef3ec84143e3026d706564bc1cc98dc199a305e0fbb8e3;SARGA;SargatxetPool;;
96d4a78a1459a66cea6b396fd92f7abba092bd59535d21ad3c0463c7;CHAMP;champADA;;
d4e7f39378b6b0a798fafa5b409411204aef54b8eed5a214f4ad0ae7;ska1;SKADEA;;
5254329935732eb7c5e674ae1930942056357a801a81823666a7a563;FREE1;Cardano FREE stake pool;;
a8c2869b1d723c29018f37fc58cefbfe7da9e874b033192b6c659a8a;YASP;Yet Another Stake Pool;33;iohk.io
de3498ad820d0a44cd411893fb00a0d59ef43ee909316a2e8ebca070;USMC;Milpools;66;milpools.com
acffc99fc927cdbf37d851c8defc318d218c90f8a1cec1255cdc3ce9;AMEOW;ADAMEOW Stakepool PH;;
e6e1f4291b1e6a29c8f7818a6572bdbd50971d1c657725de72466365;SPRTA;Sparta Stake Pool;;
fc8ab7c3bd36652d347b36528cc9dc257df3572e70f8e64e3c5ac9c7;ADBV;ADBV;;
52e2e2085b45370a2c42f3b59665a34fb777fb67f507a6a6c7307681;LUXFR;SchengenPool;;
bcd7cf751b59f949170a7e6599f9ac03e49b32c19f3f1d8dad3ac210;BLOOM;Bloom Two;20;bloompool.io
d154d3001887584db84a3bab55aa5724a7db3255fc50e129a01f47bc;BLUE;Blueskystaking;;
3ff07e18839f383c8fd71fbc605cf1c075af4ba2fa2f95032b609206;JULIA;Julia's Pool;;
00f52def8702b95aa04451ba3dcec0f3f0f4205e54e77f781bcb3fa5;SPARK;SPARK;;
fc4697dcf0d25ae3a2ac21c08f25d173a4793771ba1ee738989b2473;WALL;WALL STREET Staking;;
85e055f4c777392bd43a8d8c40aad6b3e67b1f23faf4c24d12f4c5f4;BCOOL;BCOLL ADA Pool;48;bebopadapool.com
6d9ce533e4874ff84f89a0f1d2f8a26c0838898ba16fcf66aa790c9e;TRUE;TRUE Staking Pool;;
ab30718787e719f54a703a220ffffb3d794b2769b0e96795824cbe43;RADAR;rADAr Stake Pool;;
52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9;NORTH;Nordic 0PCT Pool;;
ea90b56d9c4d04c583ec728c8b415948b310d4653d12bd281aaff9df;SALT;Salt Staking Pool;;
d35efae280f5bce2254a8d9185ab4296032003efa8d9331d8bc3d74c;ICORG;ICO Research Group;;
4194112bdb4702d01263a5614f48790e23351c867bbe67ca840dbb4a;LUCKY;Lucky Pool;43;lucky-pool.com
1a9552feaf6e4f3fcbdee7bc4158f637e3d656cf28970763804e4c2c;LUCK2;Lucky Pool 2;43;lucky-pool.com
b40683f4baad755ff60f26dc73c3e371ac4c5e422feef2fc1f5f29bf;QUEEN;Queen Ada;;
a167ca4a63f4b143dc1d71cef02c22803ca014382ba2339c79cf097f;LAT1;LAT1_Latino_Staking_Pool;91;cardanolatino.com
8e9c37a1516b8adee6dc20168b475a611db86b79cc0280ee376a3860;DAVID;David Likes Crypto ADA Stakepool;;
d9812f8d30b5db4b03e5b76cfd242db9cd2763da4671ed062be808a0;IOG1;Input Output Global (IOHK) - 1;33;iohk.io
7b5d25dfd9825d4461f1d339afeb109b27acfc1d33db1b5cebd50662;IOG2;Input Output Global (IOHK) - 2;33;iohk.io
ef1083ee689025b30ce2205a0379fad275e05312c71c9f44f2efb102;IOG3;Input Output Global (IOHK) - 3;33;iohk.io
c0907ec5088c7bc95ad8495c398ce24d4002826f18ed77d79b1a34fb;IOG4;Input Output Global (IOHK) - 4;33;iohk.io
c08e14eb91d967a8541f2cc686d106aac49f8ea57608fc70949d561e;IOG5;Input Output Global (IOHK) - 5;33;iohk.io
6a51e46b9a63215eb3de48d29a2542cc853dcb6c5e5d730888a5e21a;IOG6;Input Output Global (IOHK) - 6;33;iohk.io
d01a7310556c271450466996c1aa91e1e41278d89d78b2b0aae214f4;IOG7;Input Output Global (IOHK) - 7;33;iohk.io
1e255b3a33c852170f5052c48044d1cedd5a4caea1dfa8c8a7bc4e38;IOG8;Input Output Global (IOHK) - 8;33;iohk.io
288ecda1ab853f05d8e2a7f07da051e9e5742218824b82219c13d8be;IOG9;Input Output Global (IOHK) - 9;33;iohk.io
e0337098957416ab539aabdcd59568d81ad56bef6f6e83263f9f9f28;IOG10;Input Output Global (IOHK) - 10;33;iohk.io
31f92814e82bdb8bb8f6673dc3c8535b6faa6b91f692cf0d9a564f59;IOG11;Input Output Global (IOHK) - 11;33;iohk.io
767f8ab17702eccc2559af5a2e95f30e83e67b156eedb4d35e744c3f;IOG12;Input Output Global (IOHK) - 12;33;iohk.io
2cc6046dce11cdc2c4bcf8616e588a002828e99592e6ec434500fc62;IOG13;Input Output Global (IOHK) - 13;33;iohk.io
9cf0db42fb01262647f968ff3ece9550323c26b73988d9489fb21e6e;IOG14;Input Output Global (IOHK) - 14;33;iohk.io
f30d745ccb53957c1f05ad3265380177f028959ae6229c1980fceb48;IOG15;Input Output Global (IOHK) - 15;33;iohk.io
e10ee86a38d8a3e47793b5f99b926c1d7af276ce5118f62650f3eb15;IOG16;Input Output Global (IOHK) - 16;33;iohk.io
f3e279601a335129bcd091bdbf1466a287e8730072c74929ebb2a2ea;IOG17;Input Output Global (IOHK) - 17;33;iohk.io
fc52cf8badb52e8f1dc48e62fac0ab3ae4234f85d2b2a4ffcb01cca2;IOG18;Input Output Global (IOHK) - 18;33;iohk.io
92a868fd1c016880bd6b3cd0a9ba291173d5075d3959b4252d76aef1;IOG19;Input Output Global (IOHK) - 19;33;iohk.io
8d9bab6b4318ef0bd605098aa0189b80ed2c48918ebe141deb5c4ffb;IOG20;Input Output Global (IOHK) - 20;33;iohk.io
fe6772412d745daec7dbe59b5325904c20860be39deda61cea92ad38;MUSA;Mansa Pool;;
aa38a2335eccc34d349bf39ca6bdbe57951b20780439de5266930a32;MAPL;Maple Syrup Pool;;
f0e708ba4407cb2414d6138b739d2fb416dd1621deb8371b6ccc8088;0PCT;0 Percent Pool;54;0pctpools.com
5606dd286691c8323217da1d630bbee6e3cbf48173659cfca7fcec9a;0PCT1;0 Percent Pool;54;0pctpools.com
0d1a3b53c2ea10985096a337585f77b9f5814b487ca3debca3680be9;BUBBA;BubbaGanu;;
c2aa8383fbddcc3e2e1de414f68887ab27d741478961007d78e826e8;ART;Artists Guild Stakepool;;
6f5a2bc4fee4feee47d9b68b1b90bdf3aa51a95b1ec7f291e9926f70;CMINT;cardanomint;;
bd8286b7f327621459728c0cd1f7a731eaf7b2fd0df1c6b09b2932a5;ISP;Ikinari Stake Pool;;
2426bf52129fd2f8243250dfcffdbeb7df273d3cdac3a7136ecf3d9a;3301;Cicada 3301;;
46abff66e47e10cccdb0cdb9cf709485458fd0890597e973eb744953;CRFN;CryptoFunctional;;
f49ab3d905832835d10aaa49ed0f11caa5221e1754d64f529ee263c9;BULL2;Crypto Stakehouse Pool-2;61;cryptostakehouse.com
babef0287d7b2f5c611c4e8ac933df20f3931c66357fa05c1799267c;USCG;Milpools;66;milpools.com
6b51a5aae5b4b5f07f38acf12816b4f8a558ee2840d0dba69040aeb2;FAIR;Fair Pool #01;;
6fdd7d5c6f9e6b9828c208db7dc7f1fba8603a7f19c188c799413b4e;GOLD2;GOLD Pool;90;goldpools.io
f54a517beb8954d6c4298b2717e745c33237a000ecbb41b664c8c2cd;AXE;Axe;;
59d12b7a426724961607014aacea1e584f3ebc1196948f42a10893bc;DEAD;[DEAD]POOL;;
